16088;DENND1B;DENN domain containing 1B
16128;PRICKLE2;prickle planar cell polarity protein 2
16147;PRSS35;serine protease 35
16163;SLC30A8;solute carrier family 30 member 8
16201;PSORS1C1;psoriasis susceptibility 1 candidate 1
16341;LINC00528;long intergenic non-protein coding RNA 528
16414;CMYA5;cardiomyopathy associated 5
16475;TMEM26;transmembrane protein 26
16535;JMJD1C;jumonji domain containing 1C
16565;RSPH9;radial spoke head component 9
16595;JAZF1;JAZF zinc finger 1
16615;CDHR3;cadherin related family member 3
16659;GAS2L2;growth arrest specific 2 like 2
16676;IL27;interleukin 27
16695;ZBTB38;zinc finger and BTB domain containing 38
16735;ZDHHC24;zinc finger DHHC-type containing 24
16904;HLA-DPA3;major histocompatibility complex, class II, DP alpha 3 (pseudogene)
16910;IFNL3;interferon lambda 3
16919;ZNF311;zinc finger protein 311
16927;EIF2S2P3;eukaryotic translation initiation factor 2 subunit 2 beta pseudogene 3
17073;GSDMA;gasdermin A
17089;LINC00907;long intergenic non-protein coding RNA 907
17112;ZNF841;zinc finger protein 841
17214;LINC01091;long intergenic non-protein coding RNA 1091
17284;XKR6;XK related 6
17319;ILDR1;immunoglobulin like domain containing receptor 1
17364;UBAC2;UBA domain containing 2
17451;FLG-AS1;FLG antisense RNA 1
17475;LINC00299;long intergenic non-protein coding RNA 299
17478;CCDC39;coiled-coil domain containing 39
17537;OTOG;otogelin
17594;DUBR;DPPA2 upstream binding RNA
17615;IRGM;immunity related GTPase M
17616;MCIDAS;multiciliate differentiation and DNA synthesis associated cell cycle protein
17620;RSPH4A;radial spoke head component 4A
17681;FTCDNL1;formiminotransferase cyclodeaminase N-terminal like
17702;DNAAF3;dynein axonemal assembly factor 3
17767;DNAJB13;DnaJ heat shock protein family (Hsp40) member B13
17797;MROH7;maestro heat like repeat family member 7
17814;NRROS;negative regulator of reactive oxygen species
17877;NPSR1;neuropeptide S receptor 1
17952;CCDC103;coiled-coil domain containing 103
18013;C4orf50;chromosome 4 open reading frame 50
18283;CASC15;cancer susceptibility 15
18355;GTF2H5;general transcription factor IIH subunit 5
18568;HCG18;HLA complex group 18
18569;HCG17;HLA complex group 17
18667;IRF1-AS1;IRF1 antisense RNA 1
18841;MIR4435-2HG;MIR4435-2 host gene
18966;HAS2-AS1;HAS2 antisense RNA 1
18967;NPS;neuropeptide S
19205;MROH3P;maestro heat like repeat family member 3, pseudogene
19256;SFTPA1;surfactant protein A1
19542;D2HGDH;D-2-hydroxyglutarate dehydrogenase
19949;CCNT2-AS1;CCNT2 antisense RNA 1
19950;FAM205C;family with sequence similarity 205 member C
19981;LINC01387;long intergenic non-protein coding RNA 1387
20084;MAP3K14-AS1;MAP3K14 antisense RNA 1
20096;RNU4ATAC;RNA, U4atac small nuclear (U12-dependent splicing)
20812;MIR3681HG;MIR3681 host gene
20999;MROH7-TTC4;MROH7-TTC4 readthrough (NMD candidate)
21045;ATP6V1G2-DDX39B;ATP6V1G2-DDX39B readthrough (NMD candidate)
21049;RTEL1-TNFRSF6B;RTEL1-TNFRSF6B readthrough (NMD candidate)
21548;FMC1-LUC7L2;FMC1-LUC7L2 readthrough
21680;LINC01934;long intergenic non-protein coding RNA 1934
21820;TH2LCRR;T helper type 2 locus control region associated RNA
21836;LINC01425;long intergenic non-protein coding RNA 1425
21861;LINC02660;long intergenic non-protein coding RNA 2660
21880;LINC01527;long intergenic non-protein coding RNA 1527
21994;IL12A-AS1;IL12A antisense RNA 1
22131;LINC01149;long intergenic non-protein coding RNA 1149
22142;TSBP1-AS1;TSBP1 and BTNL2 antisense RNA 1
22157;MMADHC-DT;MMADHC divergent transcript
22209;LINC01615;long intergenic non-protein coding RNA 1615
22281;LINC01063;long intergenic non-protein coding RNA 1063
22960;LINC02471;long intergenic non-protein coding RNA 2471
23501;LINC01862;long intergenic non-protein coding RNA 1862
23728;SOCAR;serous ovarian cancer associated RNA
23956;LINC02121;long intergenic non-protein coding RNA 2121
24425;MPPED2-AS1;MPPED2 antisense RNA 1
25080;RNU1-79P;RNA, U1 small nuclear 79, pseudogene
25081;RNU1-116P;RNA, U1 small nuclear 116, pseudogene
25213;LRRK2-DT;LRRK2 divergent transcript
25870;KRT7-AS;KRT7 antisense RNA 1
